Key_category,Key_subcategory,Key,Value,Description,Element
other places,other places,place,islet,A very small island.,node / area
other places,other places,place,square,"A town or village square: a (typically) paved open space, generally of architectural significance, which is surrounded by buildings in a built-up area such as a city, town or village.",node / area
other places,other places,place,locality,A named place that has no population.,node / area / relation
other places,other places,place,polder,A land area that forms an artificial hydrological entity enclosed by embankments and usually is under sea level.,node / area
other places,other places,place,sea,"A large body of salt water part of, or connected to, an ocean.",node / area
other places,other places,place,ocean,The world's five main major oceanic divisions.,node
power,power,power,cable,"An insulated cable carrying electrical power, such as transmission or distribution cables located underground and undersea cables",way
power,power,power,catenary_mast,A pole supporting the overhead wires used to supply electricity to vehicles equipped with a pantograph such as trams and trains.,node
power,power,power,compensator,A static power device used to ensure power quality and electrical network resilience.,node / area
power,power,power,connection,A free-standing electrical connection between two or more overhead wires.,node
power,power,power,converter,"A device to convert power between alternating and direct current electrical power: often, but not only, over high voltage networks",node / area
power,power,power,generator,"A device which converts one form of energy to another, for example, an electrical generator.",node / way / area
power,power,power,heliostat,A mirror of a heliostat device,node
power,power,power,insulator,An electrical insulator which connects a power line to a support structure and prevents grounding.,node / way
power,power,power,inverter,A device to convert power from direct current to alternating current.,node / area
power,power,power,line,"High-voltage power lines used for power transmission, usually supported by towers or pylons",way
power,power,line,busbar,"Identifies a power line as a busbar, the central connection in a substation",way
power,power,line,bay,A power line within a substation which connects a circuit to a busbar.,way
power,power,power,minor_line,"Minor power lines forming the distribution grid, usually carried by poles.",way
power,power,power,plant,"An industrial facility where power (electricity, useful heat, biogas) is produced by individual power generator units.",area / relation
power,power,power,pole,"A single pole supporting power lines, often a wood, steel, or concrete mast designed to carry minor power lines.",node
power,power,power,portal,"A supporting structure for power lines, composed of vertical legs with cables between them attached to a horizontal crossarm.",node / way
power,power,power,substation,"A facility which controls the flow of electricity in a power network with transformers, switchgear or compensators.",node / area
power,power,power,switch,A device which allows electrical network operators to power up & down lines and transformers in substations or along the power grid.,node
power,power,power,switchgear,"A switchgear, which comprises one or more busbar assemblies and a number of bays each connecting a circuit to the busbar assembly.",area
power,power,power,terminal,"A point of connection where an overhead power line ends on a building or wall; for example, when connecting it to an indoor substation.",node
power,power,power,tower,A tower or pylon carrying high voltage electricity cables. Often constructed from steel latticework but tubular or solid pylons are also used.,node
power,power,power,transformer,A device for stepping up or down electric voltage. Large power transformers are typically located inside substations,node
public transport,public transport,public_transport,stop_position,The position on the street or rails where a public transport vehicle stops.,node
public transport,public transport,public_transport,platform,The place where passengers are waiting for the public transport vehicles.,node / way / area
public transport,public transport,public_transport,station,A station is an area designed to access public transport.,node / area
public transport,public transport,public_transport,stop_area,"A relation that contains all elements of a train, subway, monorail, tram, bus, trolleybus, aerialway, or ferry stop.",relation
public transport,public transport,public_transport,stop_area_group,,None
railway,tracks,railway,abandoned,"The course of a former railway which has been abandoned and the track removed. The course is still recognized through embankments, cuttings, tree rows, bridges, tunnels, remaining track ties, building shapes and rolling or straight ways. For demolished rails that are no longer identifiable, e.g. that have been built over, some use the highly questionable railway=razed.",way
railway,tracks,railway,construction,Railway under construction.,way
railway,tracks,railway,proposed,Railway being proposed but haven't started construction. Please see the proposed page regarding verifiability on the ground of this value.,way
railway,tracks,railway,disused,"A section of railway which is no longer used but where the track and infrastructure remains in place. The track is likely overgrown with endemic vegetation, but could be brought back into useful service with only minor effort.",way
railway,tracks,railway,funicular,"Cable driven inclined railways on a steep slope, with a pair of cars connected by one cable",way
railway,tracks,railway,light_rail,"A higher-standard tram system, normally in its own right-of-way. Often it connects towns and thus reaches a considerable length (tens of kilometres).",way
railway,tracks,railway,miniature,"Miniature railways are narrower than narrow gauge and carry passengers, frequently at an exact scale of ""standard-sized"" rail (for example ""1/4 scale""). They can often be found in parks.",way
railway,tracks,railway,monorail,A railway with only a single rail. A monorail can run above the rail like in Las Vegas and Disneyland or can suspend below the rail like the Wuppertal Schwebebahn (Germany).,way
railway,tracks,railway,narrow_gauge,Narrow-gauge passenger or freight train tracks. Narrow gauge railways can have mainline railway service like the Rhaetian Railway in Switzerland or can be a small light industrial railway. Use gauge=* to specify the actual width of rails in mm.,way
railway,tracks,railway,preserved,This is the old tag for historic trains. Use railway:preserved=yes for historical railway instead.,way
railway,tracks,railway,rail,Full sized passenger or freight train tracks in the standard gauge for the country or state.,way
railway,tracks,railway,subway,A city passenger rail service running mostly grade separated (see Wikipedia:rapid transit). Often a significant portion of the line or its system/network is underground.,way
railway,tracks,railway,tram,"One or two carriage rail vehicle tracks, usually sharing motor road, sometimes called ""street running"" (Other languages).",way
railway,additional track features or attributes,bridge,yes,"If the railway goes over a street, waterway or other railway on an elevated structure.",way
railway,additional track features or attributes,cutting,yes,"A section where the railway is significantly lower than ground level, but not underground.",way
railway,additional track features or attributes,electrified,"contact_line
rail
yes
no","contact_line: a power line over the train head
rail: a third rail near the track supplying the train with power
yes: electrified track, but no details available
no: track with no power supply.",way
railway,additional track features or attributes,embankment,yes,A section where the railway is raised significantly higher than ground level.,way
railway,additional track features or attributes,embedded_rails,yes / <type of railway>,Specifies that a highway on which non-railway traffic is also allowed has railway tracks embedded in it but the rails are mapped as separate ways.,way
railway,additional track features or attributes,frequency,<number> [Hz],The frequency with which a line is electrified. Use 0 for DC. Also see the voltage tag.,way
railway,additional track features or attributes,passenger_lines,<number>,Used to describe number of tracks of the railway line a certain track segment belongs to.,way
railway,additional track features or attributes,railway:track_ref,<number>,Track number,way
railway,additional track features or attributes,service,crossover,Relatively short lengths of track which switch traffic from one parallel line to another,way
railway,additional track features or attributes,service,siding,"Relatively short lengths of track, running parallel to (and connected to) a main route",way
railway,additional track features or attributes,service,spur,"Relatively short lengths of track, built to give one company or entity access to a main or branch line.",way
railway,additional track features or attributes,service,yard,Tracks within railway company operated marshalling or maintenance yards.,way
railway,additional track features or attributes,tunnel,yes,If the railway goes below ground. Most subways have this tag.,way
railway,additional track features or attributes,tracks,<number>,"Number of parallel tracks in close proximity when mapped as one single way representing all tracks. If not given means unknown and defaults to 1. In many parts of the world the tracks are being drawn out separately so that there is more detail, in which case this tag isn't used.",way
railway,additional track features or attributes,usage,"main
branch
industrial
military
tourism
scientific
test","main line: heavy traffic
branch line: connecting places with a mainline
industrial: servicing large plants (iron, chemical etc.), surface mining, …
military: servicing military area
tourism: most mountain rails (rack-rails, funicular) and preserved railways
scientific: rail transport at spaceports, large array telescopes, etc.
test: track for testing new wheels, rails, tracks and rail technologies.",way
railway,additional track features or attributes,voltage,<number>,The voltage with which a line is electrified. Also see the frequency tag.,way
railway,stations and stops,railway,halt,A small station without switches,node
railway,stations and stops,public_transport,stop_position,The position on the railway track where the train (its centre) stops at a platform. This is useful for routing on long platforms where also short trains stop and on long platforms where multiple trains stop behind each other. See also public_transport=stop_area.,node
railway,stations and stops,public_transport,platform,"This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. Use only if the platform is served by public transport.",node / way / area
railway,stations and stops,railway,platform,"This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. Use in addition to public_transport=platform.",way / area
railway,stations and stops,public_transport,station,Railway passenger-only station.,node / area
railway,stations and stops,railway,station,Railway passenger and/or cargo station. Use in addition to public_transport=station.,node / area
railway,stations and stops,railway,stop,Marks the position where trains stop at a station. It should be added as a node on a railway=rail way.,node
railway,stations and stops,railway,subway_entrance,"The entrance to a subway station, usually going from surface to underground.",node
railway,stations and stops,railway,tram_stop,A tram stop is a place where a passenger can embark / disembark a tram.,node
railway,infrastructure,landuse,railway,Ground used around railways and railwaystations.,area
railway,infrastructure,railway,buffer_stop,Stops the train at the end of a track. See buffer stop.,node
railway,infrastructure,railway,crossing,A point where pedestrians may cross.,node
railway,infrastructure,railway,derail,A device used to prevent fouling of a rail track by unauthorized movements of trains or unattended rolling stock. See Derail (railroad).,node
railway,infrastructure,railway,level_crossing,A point where rails and roads cross.,node
railway,infrastructure,railway,railway_crossing,Crossing rails with no interconnection.,node
railway,infrastructure,railway,roundhouse,A semicircular building with many stalls for servicing engines.,area
railway,infrastructure,railway,signal,Any kind of railway signal.,node
railway,infrastructure,railway,switch,Full connections between railways (aka 'points').,node
railway,infrastructure,railway,tram_level_crossing,A point where trams and roads cross.,node
railway,infrastructure,railway,traverser,These are used for changing trains between railways. Also known as transfer table.,node / area
railway,infrastructure,railway,turntable,These are used for changing the direction that part of a train is pointing in.,node / area
railway,infrastructure,railway,ventilation_shaft,A structure that allows ventilation in underground tunnels,node / way
railway,infrastructure,railway,wash,A railroad carriage/car wash,node / area
railway,infrastructure,railway,water_crane,A structure to deliver water to steam locomotives,node
railway,infrastructure,railway,user defined,All commonly used values according to Taginfo,node / way
route,route,route,bicycle,"Cycle routes or bicycles route are named, numbered or otherwise signed. May go along roads, trails or dedicated cycle paths",relation
route,route,route,bus,The route a public bus service takes. See Buses.,relation
route,route,route,canoe,Signed route for canoeing through a waterway.,relation
route,route,route,detour,Route for fixed detour routes. Examples are Bedarfsumleitung in Germany and uitwijkroute in the Netherlands,relation
route,route,route,ferry,"The route a ferry takes from terminal to terminal Please make sure to add at least one node per tile (zoom level 12), better at least one every few km, so offline editors catch it with bbox requests.",way / relation
route,route,route,foot,"Walking Route - is used for routes which are walkable without any limitations regarding fitness, equipment or weather conditions.",relation
route,route,route,hiking,Hiking explains how to tag hiking routes.,relation
route,route,route,horse,Riding routes,relation
route,route,route,inline_skates,Inline has more information on the subject.,relation
route,route,route,light_rail,Route of a light rail line.,relation
route,route,route,mtb,Mountain biking explains how to tag mtb routes.,relation
route,route,route,piste,"Route of a piste (e.g., snowshoe or XC-Ski trails) in a winter sport area.",way / relation
route,route,route,railway,"A sequence of railway ways, often named (e.g., Channel Tunnel). See Railways.",relation
route,route,route,road,Can be used to map various road routes/long roads.,relation
route,route,route,running,For running (jogging) routes.,relation
route,route,route,ski,"For ski tracks (e.g., XC-Ski Trails User:Langläufer/Loipemap).",relation
route,route,route,subway,Route of a metro service,relation
route,route,route,train,"Train services (e.g., London-Paris Eurostar) See Railways.",relation
route,route,route,tracks,Railroad track as rail infrastructure.,relation
route,route,route,tram,See Trams for more information on tagging tram services.,relation
route,route,route,trolleybus,The route of a trolleybus service.,relation
route,route,route,User defined,All commonly used values according to Taginfo.,relation
shop,"food, beverages",shop,alcohol,Shop selling alcohol to take away,None
shop,"food, beverages",shop,bakery,Shop focused on selling bread,None
shop,"food, beverages",shop,beverages,Shop focused on selling alcoholic and non-alcoholic beverages. See also shop=alcohol.,None
shop,"food, beverages",shop,brewing_supplies,"Shop focused on selling supplies for home brewing of beer, wine and spirits (where permitted).",None
shop,"food, beverages",shop,butcher,Shop focused on selling meat,None
shop,"food, beverages",shop,cheese,Shop focused on selling cheese.,None
shop,"food, beverages",shop,chocolate,Shop focused on selling chocolate.,None
shop,"food, beverages",shop,coffee,Shop focused on selling coffee.,None
shop,"food, beverages",shop,confectionery,Shop focused on selling sweets or candy,None
shop,"food, beverages",shop,convenience,A small local shop carrying a small subset of the items you would find in a supermarket,None
shop,"food, beverages",shop,dairy,Shop focused on selling dairy products.,None
shop,"food, beverages",shop,deli,"Shop focused on selling delicatessen (fine foods, gourmet foods), possibly also fine wine. Not to be confused with the US delis.",None
shop,"food, beverages",shop,farm,Shop or roadside stand focused on selling freshly harvested farm produce,None
shop,"food, beverages",shop,food,"Shop focused on selling food, more specific value should be used if possible.
shop=food + food=prepared_meals was also proposed/used for type of shop selling prepared meals, not ready for eating immediately (and requiring for example heating/boiling or other simple preparation).",None
shop,"food, beverages",shop,frozen_food,Shop focused on selling frozen food.,None
shop,"food, beverages",shop,greengrocer,Shop focused on selling vegetables and fruits.,None
shop,"food, beverages",shop,health_food,"A health food shop; selling wholefoods, vitamins, nutrition supplements and meat and dairy alternatives.",None
shop,"food, beverages",shop,ice_cream,Shop selling ice cream. See also amenity=ice_cream.,None
shop,"food, beverages",shop,nuts,"Shop selling dried nuts/fruits, edible seeds, etc. Not to be confused with shop=spices.",None
shop,"food, beverages",shop,pasta,"Shop focused on selling (fresh) pasta, ravioli, etc.",None
shop,"food, beverages",shop,pastry,"Shop focused on selling baked sweets like cakes, biscuits, strudel and pies.",None
shop,"food, beverages",shop,seafood,Shop focused on selling fish/seafood.,None
shop,"food, beverages",shop,spices,Shop focused on selling spices.,None
shop,"food, beverages",shop,tea,Shop focused on selling tea.,None
shop,"food, beverages",shop,tortilla,Shop focused on selling tortillas.,None
shop,"food, beverages",shop,water,Shop focused on selling drinking water.,None
shop,"food, beverages",shop,wine,Shop selling wine.,None
shop,"general store, department store, mall",shop,department_store,A single large store – often multiple storeys high – selling a large variety of goods (see also shop=mall),None
shop,"general store, department store, mall",shop,general,A store that carries a general line of merchandise. (see also shop=convenience if it sells food).,None
shop,"general store, department store, mall",shop,kiosk,"A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.",None
shop,"general store, department store, mall",shop,mall,A shopping mall – multiple stores under one roof (also known as a shopping centre),None
shop,"general store, department store, mall",shop,supermarket,Supermarket – a large store with groceries and other items,None
shop,"general store, department store, mall",shop,wholesale,Wholesale/warehouse club or cash and carry – a store that sells items in bulk to retailers. The branch of industry can be defined with wholesale=*.,None
shop,"clothing, shoes, accessories",shop,baby_goods,"Shop focused on selling objects for babies (clothes, prams, cots, toys).",None
shop,"clothing, shoes, accessories",shop,bag,Shop focused on selling bags.,None
shop,"clothing, shoes, accessories",shop,boutique,"A small shopping outlet, especially one that specializes in elite and fashionable items",None
shop,"clothing, shoes, accessories",shop,clothes,Shop focused on selling clothes and/or underwear (other related value in use is fashion),None
shop,"clothing, shoes, accessories",shop,fabric,"Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making.",None
shop,"clothing, shoes, accessories",shop,fashion,"Shop focused on selling fashion. This is deprecated, please use shop=clothes.",None
shop,"clothing, shoes, accessories",shop,fashion_accessories,Shop focused on selling fashion accessories.,None
shop,"clothing, shoes, accessories",shop,jewelry,Jewellers shops.,None
shop,"clothing, shoes, accessories",shop,leather,Shop focused on selling products made out of leather.,None
shop,"clothing, shoes, accessories",shop,sewing,"A shop that sells sewing supplies (fabric, thread, yarn, knitting needles, sewing machines, etc.)",None
shop,"clothing, shoes, accessories",shop,shoes,Shop focused on selling shoes.,None
shop,"clothing, shoes, accessories",shop,shoe_repair,Shop focused on repairing shoes.,None
shop,"clothing, shoes, accessories",shop,tailor,"A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing",None
shop,"clothing, shoes, accessories",shop,watches,Shop focused on selling watches.,None
shop,"clothing, shoes, accessories",shop,wool,Shop selling wool for making of clothes or other products.,None
shop,"discount store, charity",shop,charity,"A charity shop is a shop operated by a charity, for the purposes of fundraising.",None
shop,"discount store, charity",shop,second_hand,A shop buying and selling used clothes and other things. See also shop=pawnbroker,None
shop,"discount store, charity",shop,variety_store,"A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store.",None
shop,health and beauty,shop,beauty,"A non-hairdresser beauty shop, spa, nail salon, etc.. See also shop=hairdresser.",None
shop,health and beauty,shop,chemist,"Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy. U.S. drug store, see amenity=pharmacy)",None
shop,health and beauty,shop,cosmetics,Shop focused on selling cosmetics,None
shop,health and beauty,shop,erotic,"Shop focused on selling erotic toys, -clothes or other erotic stuff.",None
shop,health and beauty,shop,hairdresser,"Here you can get your hair cut, coloured, … See also shop=beauty",None
shop,health and beauty,shop,hairdresser_supply,"A shop, where you can buy hairdressing supplies.",None
shop,health and beauty,shop,hearing_aids,Shop focused on selling hearing aids devices,None
shop,health and beauty,shop,herbalist,"Shop focused on selling herbs, often for medical purposes. (See also: healthcare:speciality=herbalism and healthcare=alternative).",None
shop,health and beauty,shop,massage,A massage shop,None
shop,health and beauty,shop,medical_supply,Shop focused on selling medical supplies.,None
shop,health and beauty,shop,nutrition_supplements,"Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs)",None
shop,health and beauty,shop,optician,"Shop focused on selling eyeglasses, contact lenses (may also check your eyes).",None
shop,health and beauty,shop,perfumery,Shop focused on selling perfumery,None
shop,health and beauty,shop,tattoo,A tattoo parlour.,None
shop,"do-it-yourself, household, building materials, gardening",shop,agrarian,"Shop focused on selling agrarian products, like seeds, agricultural machinery, animal feed, etc.",None
shop,"do-it-yourself, household, building materials, gardening",shop,appliance,"Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc.",None
shop,"do-it-yourself, household, building materials, gardening",shop,bathroom_furnishing,Shop focused on selling bathroom furniture and accessories,None
shop,"do-it-yourself, household, building materials, gardening",shop,country_store,Shop focused on selling rural supplies – a range of goods specifically aimed at country dwellers,None
shop,"do-it-yourself, household, building materials, gardening",shop,doityourself,"Shop focused on selling tools and supplies to do-it-yourself householders, gardening, …",None
shop,"do-it-yourself, household, building materials, gardening",shop,electrical,Shop focused on selling electrical supplies and devices,None
shop,"do-it-yourself, household, building materials, gardening",shop,energy,Shop focused on selling energy,None
shop,"do-it-yourself, household, building materials, gardening",shop,fireplace,"Shop focused on selling electric fireplaces, stoves or masonry heaters and required fuels",None
shop,"do-it-yourself, household, building materials, gardening",shop,florist,Shop focused on selling bouquets of flowers (see shop=garden_centre for potted flowers).,None
shop,"do-it-yourself, household, building materials, gardening",shop,garden_centre,"Shop focused on selling potted flowers, maybe even trees (see also shop=florist for flower bouquets).",None
shop,"do-it-yourself, household, building materials, gardening",shop,garden_furniture,"Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...). See shop=garden_centre if also plants are sold.",None
shop,"do-it-yourself, household, building materials, gardening",shop,gas,"Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers",None
shop,"do-it-yourself, household, building materials, gardening",shop,glaziery,Shop focused on selling and installing glazing for windows and doors.,None
shop,"do-it-yourself, household, building materials, gardening",shop,groundskeeping,"Shop focused on selling outdoor groundskeeping equipment (lawnmowers, chainsaws, small tractors, ...",None
shop,"do-it-yourself, household, building materials, gardening",shop,hardware,"Shop focused on selling building supplies including screws, bolts & paints, … See also shop=doityourself",None
shop,"do-it-yourself, household, building materials, gardening",shop,houseware,"Shop focused on selling crockery, cutlery, kitchenware, small household appliances.",None
shop,"do-it-yourself, household, building materials, gardening",shop,locksmith,"Shop focused on selling keys, see also craft=locksmith and craft=key_cutter",None
shop,"do-it-yourself, household, building materials, gardening",shop,paint,Shop focused on selling paints.,None
shop,"do-it-yourself, household, building materials, gardening",shop,pottery,"Shop focused on selling earthenware, stoneware and porcelain and other ceramic ware.",None
shop,"do-it-yourself, household, building materials, gardening",shop,security,"Shop focused on selling security items like burglar alarms, vaults, locking systems, video surveillance cameras, firefighting equipment, alarm systems, warning systems, etc.",None
shop,"do-it-yourself, household, building materials, gardening",shop,tool_hire,Shop hiring out tools,None
shop,"do-it-yourself, household, building materials, gardening",shop,trade,"A place of business that sells to a particular trade or trades, but normally also retails to normal consumers. See also shop=doityourself",None
shop,furniture and interior,shop,antiques,Shop focused on selling antiques.,None
shop,furniture and interior,shop,bed,"Shop focused on selling beds, mattresses and other bedding products.",None
shop,furniture and interior,shop,candles,"Shop focused on selling candles and candle accessories (holders, etc)",None
shop,furniture and interior,shop,carpet,Shop focused on selling carpets,None
shop,furniture and interior,shop,curtain,Shop focused on selling curtains or drapes (see also shop=fabric),None
shop,furniture and interior,shop,doors,Shop focused on selling doors,None
shop,furniture and interior,shop,flooring,Shop focused on selling floorings,None
shop,furniture and interior,shop,furniture,"Shop focused on selling furniture, might range from small decorational items to a whole flat interior",None
shop,furniture and interior,shop,household_linen,Shop focused on selling household linen.,None
shop,furniture and interior,shop,interior_decoration,Shop focused on selling interior decorations.,None
shop,furniture and interior,shop,kitchen,"A shop where you can plan and buy your kitchen. (Sometimes called ""kitchen studio"" and the like, but plain kitchen is the most frequently used tag so far.)",None
shop,furniture and interior,shop,lighting,A shop selling lighting fixtures and lamps.,None
shop,furniture and interior,shop,tiles,Shop focused on selling tiles.,None
shop,furniture and interior,shop,window_blind,Shop focused on selling window blinds.,None
shop,electronics,shop,computer,"Shop focused on selling computers, peripherals, software, …",None
shop,electronics,shop,electronics,"Shop focused on selling consumer electronics (TV, radio, …). Larger ones may also sell computers, fridges, …",None
shop,electronics,shop,hifi,Shop focused on selling High Fidelity or High End environment to listen music or watch films at home,None
shop,electronics,shop,mobile_phone,Shop focused on selling mobile phones and accessories,None
shop,electronics,shop,printer_ink,A shop that sells or refills printer ink cartridges.,None
shop,electronics,shop,radiotechnics,"Shop focused on selling electronic components, electrical products, radio measuring devices, supplies for radio and electronics.",None
shop,electronics,shop,telecommunication,"Shop selling internet, television or similar services, and related hardware.",None
shop,electronics,shop,vacuum_cleaner,Shop focused on selling vacuum cleaners and associated products.,None
shop,"outdoors and sport, vehicles",shop,atv,"Shop focused on selling atvs (quads), atv equipment and may rent or repair them",None
shop,"outdoors and sport, vehicles",shop,bicycle,"Shop focused on selling bicycles, bicycle equipment and may rent or repair them",None
shop,"outdoors and sport, vehicles",shop,boat,"Shop focused on selling boats, boat equipment and may rent or repair them",None
shop,"outdoors and sport, vehicles",shop,car,Car store – a place primarily to buy cars or to additionally get your car repaired,None
shop,"outdoors and sport, vehicles",shop,car_parts,"Shop focused on selling auto parts, auto accessories, motor oil, car chemicals, etc.",None
shop,"outdoors and sport, vehicles",shop,car_repair,Shop focused on repairing cars.,None
shop,"outdoors and sport, vehicles",shop,[[ Too many Data Items entities accessed. | caravan ]],"A shop for caravans, motorhomes & similar recreational vehicles.",None
shop,"outdoors and sport, vehicles",shop,fishing,Shop focused on selling fishing equipment.,None
shop,"outdoors and sport, vehicles",shop,fuel,"Shop selling fuels (motor fuel, wood, coal, gas) that can't be considered a amenity=fuel (fuel station). Use fuel:*=yes/no to indicate which fuels are available.",None
shop,"outdoors and sport, vehicles",shop,golf,Shop focused on selling golf equipment.,None
shop,"outdoors and sport, vehicles",shop,hunting,Shop focused on selling gun and hunting equipment.,None
shop,"outdoors and sport, vehicles",shop,military_surplus,Shop selling used military equipment,None
shop,"outdoors and sport, vehicles",shop,motorcycle,"Shop focused on selling motorcycles and/or related accessories, clothes, parts, and rental services.",None
shop,"outdoors and sport, vehicles",shop,motorcycle_repair,Shop focused on motorcycle repair.,None
shop,"outdoors and sport, vehicles",shop,outdoor,"Shop focused on selling camping, walking, climbing, and other outdoor sports equipment (GPSes, etc.)",None
shop,"outdoors and sport, vehicles",shop,scooter,"Shop focused on selling scooters (small 2 wheeled, low platformed motorcycles).",None
shop,"outdoors and sport, vehicles",shop,scuba_diving,Shop focused on selling scuba diving equipment.,None
shop,"outdoors and sport, vehicles",shop,ski,"Shop focused on selling skis, ski equipment and may rent or repair them",None
shop,"outdoors and sport, vehicles",shop,snowmobile,"Shop focused on selling snowmobiles, snowmobile equipment and may rent or repair them",None
shop,"outdoors and sport, vehicles",shop,sports,Shop focused on selling sporting goods.,None
shop,"outdoors and sport, vehicles",shop,surf,"Shop selling surfboards, sailboards, wakeboards, and other types of surf style boards. and/or related accessories, clothes, parts, repair and rental services.",None
shop,"outdoors and sport, vehicles",shop,swimming_pool,A store that sells swimming pool equipment and supplies.,None
shop,"outdoors and sport, vehicles",shop,trailer,Shop focused on selling trailers and parts and/or repairing / renting them,None
shop,"outdoors and sport, vehicles",shop,truck,Shop focused on selling trucks and other commercial vehicles,None
shop,"outdoors and sport, vehicles",shop,tyres,Shop focused on selling tyres.,None
shop,"art, music, hobbies",shop,art,"Shop which sells works of art. May be paintings, sculpture, or other types of art",None
shop,"art, music, hobbies",shop,camera,A shop mainly selling cameras and lenses,None
shop,"art, music, hobbies",shop,collector,"A shop for different collector's items like stamps, coins, action figures, etc.",None
shop,"art, music, hobbies",shop,craft,"An arts and crafts supply store. Commonly sold items are paper, canvas, paint, pencils, crafting wood, crafting tools, etc. – look at craft=*",None
shop,"art, music, hobbies",shop,frame,Shop focused on selling frames.,None
shop,"art, music, hobbies",shop,games,"Shop focused on selling board games, card games and/or role-playing games.",None
shop,"art, music, hobbies",shop,model,Shop specialising in the sale of scale models.,None
shop,"art, music, hobbies",shop,music,Shop focused on selling recorded music (vinyl/CDs/...),None
shop,"art, music, hobbies",shop,musical_instrument,"Shop focused on selling musical instruments, lyrics, scores. If focused on a specific instrument, specify with musical_instrument=*",None
shop,"art, music, hobbies",shop,photo,Shop focused on selling products or services related with photography.,None
shop,"art, music, hobbies",shop,trophy,"Store selling trophies, awards, plaques etc.",None
shop,"art, music, hobbies",shop,video,Shop focused on selling or renting out videos/DVDs.,None
shop,"art, music, hobbies",shop,video_games,Shop focused on selling video games.,None
shop,"stationery, gifts, books, newspapers",shop,anime,Shop focused on selling anime stuff.,None
shop,"stationery, gifts, books, newspapers",shop,books,"Shop focused on selling books (for a library that lends books, see amenity=library)",None
shop,"stationery, gifts, books, newspapers",shop,gift,"Shop focused on selling gifts, greeting cards, or tourist gifts (souvenirs)",None
shop,"stationery, gifts, books, newspapers",shop,lottery,A shop of which the main or only purpose is the sale of lottery tickets.,None
shop,"stationery, gifts, books, newspapers",shop,newsagent,"Shop focused on selling newspapers, cigarettes, other goods",None
shop,"stationery, gifts, books, newspapers",shop,stationery,Shop focused on selling office supplies,None
shop,"stationery, gifts, books, newspapers",shop,ticket,"Shop focused on selling tickets for concerts, events, public transport, …",None
shop,others,shop,bookmaker,A shop that takes bets on sporting and other events at agreed upon odds.,None
shop,others,shop,cannabis,a shop primarily and legally selling non-medical cannabis products,None
shop,others,shop,copyshop,Shop focused on selling photocopying and printing services.,None
shop,others,shop,dry_cleaning,Shop or kiosk offering a clothes dry cleaning service. The actual cleaning may be done elsewhere.,None
shop,others,shop,e-cigarette,Shop focused on selling electronic cigarettes.,None
shop,others,shop,funeral_directors,"Providing services related to funeral arrangements, may also be known as a ""funeral parlour"" or ""undertakers"".",None
shop,others,shop,laundry,"A shop to get your normal clothes washed. Might be self service coin operated, with service staff for drop off, …",None
shop,others,shop,money_lender,A money lender offers small personal loans at high rates of interest.,None
shop,others,shop,outpost,Shop primarily used to pick-up items ordered online.,None
shop,others,shop,party,"A shop for party and festival supplies, like costumes, etc.",None
shop,others,shop,pawnbroker,A pawnbroker (or pawnshop) is an individual or business that offers secured loans to people. See also shop=second_hand,None
shop,others,shop,pest_control,"Shop selling pest control goods to exterminate rats, insects etc.",None
shop,others,shop,pet,"A shop for pets, animals and toys or food for them.",None
shop,others,shop,pet_grooming,A shop offering grooming services for pets (most frequently dogs),None
shop,others,shop,pyrotechnics,"Store of pyrotechnics: fireworks, firecrackers, sparklers etc.",None
shop,others,shop,religion,"Shop focused on selling religious articles, church shop. See also religion=*",None
shop,others,shop,rental,Shop that rents different kinds of vehicles or (sport) equipment,None
shop,others,shop,storage_rental,self storage,None
shop,others,shop,tobacco,"Shop focused on selling tobacco, cigarettes and their related accessories.",None
shop,others,shop,toys,Shop focused on selling toys.,None
shop,others,shop,travel_agency,Shop focused on selling tickets for travelling. Also known as a tour operator.,None
shop,others,shop,vacant,"An unused vacant shop. Can be used for an empty or abandoned retail space that seems to be available for lease or purchase where a retail store (or similar businesses) may be opened. No store is being operated in a vacant shop, and neither goods nor services are being offered. This tag can be used after a store was closed or for a newly built shop before any busisness was operated in the shop.",None
shop,others,shop,weapons,"Shop focused on selling weapons like knives, guns etc.",None
shop,others,shop,yes,"A shop of unspecified type – it is always better to use another value that gives info about shop type, if possible. Used also as indicator that feature such as fuel station has a shop.",None
shop,others,shop,user defined,"Category:Tag descriptions for key ""shop"" listing also values not presented here, only widely used shop tags are added to this page. All commonly used values according to Taginfo",None
