Key_category,Key_subcategory,Key,Value,Description,Element
building,sports,building,sports_hall,A building that was built as a sports hall.,None
building,sports,building,sports_centre,A building that was built as a sports centre.,None
building,sports,building,stadium,"A building constructed to be a stadium building, including buildings that are abandoned and used nowadays for a different purpose.",None
building,storage,building,allotment_house,A small outbuilding for short visits in a allotment garden.,None
building,storage,building,boathouse,A boathouse is a building used for the storage of boats.,None
building,storage,building,hangar,"A hangar is a building used for the storage of airplanes, helicopters or space-craft. Consider adding aeroway=hangar, when appropriate.",None
building,storage,building,hut,"A hut is a small and crude shelter. Note that this word has two meanings - it may be synonym of building=shed, it may be a residential building of low quality.",None
building,storage,building,shed,"A shed is a simple, single-storey structure in a back garden or on an allotment that is used for storage, hobbies, or as a workshop.",None
building,cars,building,carport,"A carport is a covered structure used to offer limited protection to vehicles, primarily cars, from the elements. Unlike most structures a carport does not have four walls, and usually has one or two.",None
building,cars,building,garage,"A garage is a building suitable for the storage of one or possibly more motor vehicle or similar. See building=garages for larger shared buildings. For an aircraft garage, see building=hangar.",None
building,cars,building,garages,A building that consists of a number of discrete storage spaces for different owners/tenants. See also building=garage.,None
building,cars,building,parking,Structure purpose-built for parking cars.,None
building,power/technical buildings,building,digester,A digester is a bioreactor for the production of biogas from biomass.,None
building,power/technical buildings,building,service,Service building usually is a small unmanned building with certain machinery (like pumps or transformers).,None
building,power/technical buildings,building,tech_cab,Small prefabricated cabin structures for the air-conditioned accommodation of different technology.,None
building,power/technical buildings,building,transformer_tower,A transformer tower is a characteristic tall building comprising a distribution transformer and constructed to connect directly to a medium voltage overhead power line. Quite often the power line has since been undergrounded but the building may still serve as a substation. If the building is still in use as a substation it should additionally be tagged as power=substation + substation=minor_distribution.,None
building,power/technical buildings,building,water_tower,A water tower.,None
building,power/technical buildings,building,storage_tank,Storage tanks are containers that hold liquids,None
building,power/technical buildings,building,silo,A silo is a building for storing bulk materials,None
building,other buildings,building,beach_hut,"A small, usually wooden, and often brightly coloured cabin or shelter above the high tide mark on popular bathing beaches.",None
building,other buildings,building,bunker,A hardened military building. Also use military=bunker.,None
building,other buildings,building,castle,A building constructed as a castle. Can be further specified with historic=castle + castle_type=*.,None
building,other buildings,building,construction,Used for buildings under construction. Use construction=* to hold the value for the completed building.,None
building,other buildings,building,container,"For a container used as a permanent building. Do not map containers placed temporarily, for example used in shipping or construction.",None
building,other buildings,building,guardhouse,Poste de garde.,None
building,other buildings,building,military,A military building. Also use military=*.,None
building,other buildings,building,outbuilding,A less important building near to and on the same piece of land as a larger building.,None
building,other buildings,building,pagoda,A building constructed as a pagoda.,None
building,other buildings,building,quonset_hut,A lightweight prefabricated structure in the shape of a semicircle.,None
building,other buildings,building,roof,"A structure that consists of a roof with open sides, such as a rain shelter, and also gas stations",None
building,other buildings,building,ruins,"Frequently used for a house or other building that is abandoned and in poor repair. However, some believe this usage is incorrect, and the tag should only be used for buildings constructed as fake ruins (for example sham ruins in an English landscape garden). See also lifecycle tagging.",None
building,other buildings,building,ship,A decommissioned ship/submarine which stays in one place.,None
building,other buildings,building,tent,For a permanently placed tent. Do not map tents placed temporarily.,None
building,other buildings,building,tower,A tower-building.,None
building,other buildings,building,triumphal_arch,A free-standing monumental structure in the shape of an archway with one or more arched passageways.,None
building,other buildings,building,windmill,"A building constructed as a traditional windmill, historically used to mill grain with wind power.",None
building,other buildings,building,yes,Use this value where it is not possible to determine a more specific value.,None
building,other buildings,building,user defined,"All commonly used values according to Taginfo, generally building types",None
craft,craft,craft,agricultural_engines,A workplace or office of a person who plans and construct engines and tools for agricultural use.,node / area
craft,craft,craft,atelier,A place where visual artists work,node / area
craft,craft,craft,bag_repair,A place where bags/luggage are repaired.,node / area
craft,craft,craft,bakery,A workplace for fresh bakery goods. May have no shop or be combined with a shop.,node / area
craft,craft,craft,basket_maker,A person weaving baskets.,node / area
craft,craft,craft,beekeeper,The workplace of a beekeeper (apiarist).,node / area
craft,craft,craft,blacksmith,"A place where a blacksmith forges tools, horseshoes, etc. from iron.",node / area
craft,craft,craft,boatbuilder,A workplace where boats are planned and constructed,node / area
craft,craft,craft,bookbinder,A workplace for physically assembling a book from a number of sheets of paper.,node / area
craft,craft,craft,brewery,A dedicated building for the making of beer.,node / area
craft,craft,craft,builder,A workplace or office of a tradesman who performs structural alterations and additions to buildings.,node / area
craft,craft,craft,cabinet_maker,A person who makes fine wooden furniture,node / area
craft,craft,craft,candlemaker,A person who makes candles or a manufactory where candles were made.,node / area
craft,craft,craft,car_painter,A place specializing in painting cars.,node / area
craft,craft,craft,carpenter,"A workplace or office of carpenters that work with timber to construct, install and maintain buildings, furniture, and other objects.",node / area
craft,craft,craft,carpet_cleaner,A carpet cleaner is a tradesman who specializes in cleaning carpets,node / area
craft,craft,craft,carpet_layer,A carpet layer is a tradesmen who specializes in laying carpets,node / area
craft,craft,craft,caterer,"A workplace or office of one who prepares customized meals for takeout, or provides prepared meals or supplies to a group at social gatherings",node / area
craft,craft,craft,chimney_sweeper,A workplace or office of a person who cleans chimneys for a living.,node / area
craft,craft,craft,cleaning,"Workplace or office of a person who cleans buildings, industrial facilities or windows.",node / area
craft,craft,craft,clockmaker,"A workplace or office of a clockmaker that is building, repairing or engraving clocks of all sorts.",node / area
craft,craft,craft,clothes_mending,A place where clothing is mended (repaired) or altered professionally.,node / area
craft,craft,craft,confectionery,"A place where the set of food items that are rich in sugar, any one or type of which is called a confection is produced.",node / area
craft,craft,craft,cooper,A person or company that manufacture of containers and vessels mainly made of wood.,node / area
craft,craft,craft,dental_technician,A workplace for a dental technician who constructs custom-made restorative and dental appliances.,node / area
craft,craft,craft,distillery,"An establishment for distilling, especially for distilling alcoholic liquors.",node / area
craft,craft,craft,door_construction,A workplace of someone constructing doors,node / area
craft,craft,craft,dressmaker,"Dressmaker is a person who makes custom clothing for women, such as dresses, blouses, and evening gowns.",node / area
craft,craft,craft,electrician,A person or company that works with electricity or electrical systems.,node / area
craft,craft,craft,electronics_repair,"Repair shops and service centres which provides repair of computers, phones, appliance etc.",node / area
craft,craft,craft,elevator,Company specialized in installing elevators.,node / area
craft,craft,craft,embroiderer,Needlework or textile artist,node / area
craft,craft,craft,engraver,A workplace or office of an engraver.,node / area
craft,craft,craft,fence_maker,A workplace or office of a person or company specialized in manufacturing and installing fences.,node / area
craft,craft,craft,floorer,A workplace or office of a floorer.,node / area
craft,craft,craft,gardener,A workplace or office of a garden designer or a landscape gardener.,node / area
craft,craft,craft,glassblower,A person or company that blows bottles or other objects from molten glass.,node / area
craft,craft,craft,glaziery,"A place where residential, commercial, and artistic glass is selected, cut, installed, replaced, and removed.",node / area
craft,craft,craft,goldsmith,"The workplace of a person who forges things out of gold, especially jewelry.",node / area
craft,craft,craft,grinding_mill,"A device that breaks solid materials into smaller pieces by grinding, crushing, or cutting. The aftermath is powdered product, not liquid extract like oil mill.",node / area
craft,craft,craft,handicraft,A place where useful and decorative devices are made completely by hand or using only simple tools,node / area
craft,craft,craft,hvac,"A workplace or office of a person or company that install and maintain HVAC systems (Heating, Ventilating, and Air Conditioning).",node / area
craft,craft,craft,insulation,A workplace or office of a person who does thermal insulation in buildings.,node / area
craft,craft,craft,interior_decorator,Workplace or office of a person who does interior decoratoring.,node / area
craft,craft,craft,interior_work,"Workplace of a person who builds/installs non-load-bearing interior walls, especially drywall.",node / area
craft,craft,craft,jeweller,"A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired.",node / area
craft,craft,craft,joiner,"An artisan who builds things by joining pieces of wood, particularly furniture or ornamental work.",node / area
craft,craft,craft,key_cutter,A place where keys can be duplicated from originals.,node / area
craft,craft,craft,laboratory,A laboratory.,node / area
craft,craft,craft,lapidary,lapidary: a gemcutter,node / area
craft,craft,craft,leather,A leatherworker; a person who makes things from leather.,node / area
craft,craft,craft,locksmith,The workshop of a craftsman who installs or repairs locks and opens locked doors.,node / area
craft,craft,craft,luthier,"Workshop of a luthier, who makes or repairs stringed wooden musical instruments, such as lutes, violins, and guitars.",node / area
craft,craft,craft,metal_construction,"Workplace or office of a person who work with metal. This applies to: planning, construction, trade, repair.",node / area
craft,craft,craft,mint,A place where coins and medals are hand crafted.,node / area
craft,craft,craft,musical_instrument,A craftsman creating musical instruments,node / area
craft,craft,craft,oil_mill,"A mill designed to crush or bruise oil-bearing seeds, such as linseed or peanuts, or other oil-rich vegetable material.",node / area
craft,craft,craft,optician,"A place where lenses for the correction of a person's vision are designed, fitted and dispensed.",node / area
craft,craft,craft,organ_builder,"Organ building is the profession of designing, building, restoring and maintaining pipe organs.",node / area
craft,craft,craft,painter,A workplace or office of a house painter which is a tradesman responsible for the painting and decorating of buildings.,node / area
craft,craft,craft,paperhanger,The office of a paperhanger.,node / area
craft,craft,craft,parquet_layer,A workplace or office of a parquet layer.,node / area
craft,craft,craft,paver,The workshop or office of a paver.,node / area
craft,craft,craft,pest_control,A business that offers pest control services,node / area
craft,craft,craft,photographer,A workplace or office of a person who takes photographs using a camera.,node / area
craft,craft,craft,photographic_laboratory,"A place where photos taken on a film or digital images are transformed into a more permanent form, often on paper or plastic foil.",node / area
craft,craft,craft,photovoltaic,A workplace or office who installed or planned photovoltaic systems.,node / area
craft,craft,craft,piano_tuner,"A piano tuner or technician. A professional that tunes, regulates and makes the maintenance of pianos. Most of them repair simple problems and some restore a whole piano.",node / area
craft,craft,craft,plasterer,"A workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls.",node / area
craft,craft,craft,plumber,"A workplace or office of a skilled tradesperson who specializes in (drinking) water supply, sewage and drainage systems.",node / area
craft,craft,craft,pottery,"A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters.",node / area
craft,craft,craft,printer,"A small printing business which produces published works such as newspapers, books, magazines, etc.",node / area
craft,craft,craft,printmaker,A producer of fine art prints.,node / area
craft,craft,craft,restoration,Restorer.,node / area
craft,craft,craft,rigger,"The workplace of a person who sets up the rigging for sailboats and sailing ships (or possibly a person who works on ropes, booms, lifts, hoists and the like for a stage production).",node / area
craft,craft,craft,roofer,A workplace or office of a tradesman who is specialized in roof covering and sealing.,node / area
craft,craft,craft,saddler,A place where saddles or accessories for cars and boats are produced or repaired.,node / area
craft,craft,craft,sailmaker,"A workshop of a sailmaker who cleans, repairs and makes sails.",node / area
craft,craft,craft,sawmill,A sawmill is a facility where logs are cut into timber,node / area
craft,craft,craft,scaffolder,A workplace or office of a tradesman who builds temporary structure used to support people and material in the construction or repair of buildings and other large structures.,node / area
craft,craft,craft,sculptor,The workplace of a sculptor.,node / area
craft,craft,craft,shoemaker,"A place where shoes, boots, sandals, clogs and moccasins are created, repaired or altered to fit personal needs.",node / area
craft,craft,craft,signmaker,"A maker of signs, mainly for shops and other businesses.",node / area
craft,craft,craft,stand_builder,A workplace of a company that builds stands/booths for fairs.,node / area
craft,craft,craft,stonemason,A place where rough pieces of rock are shaped into accurate geometrical shapes.,node / area
craft,craft,craft,stove_fitter,A workplace/office of a person / company who designs and builds stoves / tiled stoves.,node / area
craft,craft,craft,sun_protection,"A place where sun protection is made, repaired, or delivered for assembly, especially awnings and shutters.",node / area
craft,craft,craft,tailor,"A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing.",node / area
craft,craft,craft,tatami,A workplace or office of an artisan for tatami mat.,node / area
craft,craft,craft,tiler,"A workplace or office of a person who lays tiles on floors, swimming pools and such.",node / area
craft,craft,craft,tinsmith,"A person who makes and repairs things made of light-coloured metal, particularly tinware.",node / area
craft,craft,craft,toolmaker,"A workplace of a company that builds complex tools, machine tools, moulds, gauges,... .",node / area
craft,craft,craft,turner,A workplace or office of a turner.,node / area
craft,craft,craft,upholsterer,"A place where furniture, especially seats are provided with padding, springs, webbing, and fabric or leather covers.",node / area
craft,craft,craft,watchmaker,A watchmaker is an artisan who makes and repairs watches. Today due to industrial production they mostly repair watches.,node / area
craft,craft,craft,water_well_drilling,A craftsman or company who drill water wells.,node / area
craft,craft,craft,weaver,"Workshop of a person producing something by weaving, may offer products for sale",node / area
craft,craft,craft,welder,One who unites pieces of metal with high temperature.,node / area
craft,craft,craft,window_construction,A workplace of someone constructing windows.,node / area
craft,craft,craft,winery,A place where wine is produced,node / area
medical rescue,medical rescue,emergency,ambulance_station,"An ambulance station is a structure or other area set aside for storage of ambulance vehicles, medical equipment, personal protective equipment, and other medical supplies.",node / area
medical rescue,medical rescue,emergency,defibrillator,"Defibrillator (AED), an external and portable electronic device that diagnoses and can correct arrhythmia of the heart automatically.",node
medical rescue,medical rescue,emergency,landing_site,Preselected flat area for a helicopter to land in an emergency situation,node / area
medical rescue,medical rescue,emergency,emergency_ward_entrance,The entrance to an emergency ward.,node
firefighters,firefighters,emergency,fire_service_inlet,A inlet that allows the fire brigade pump water into a building.,node
firefighters,firefighters,emergency,fire_alarm_box,A device used for notifying a fire department of a fire.,node
firefighters,firefighters,emergency,fire_extinguisher,"An active fire protection device used to extinguish or control small fires, often in emergency situations.",node
firefighters,firefighters,emergency,fire_hose,A high-pressure hose used to carry water or other fire retardant (such as foam) to a fire to extinguish it.,node
firefighters,firefighters,emergency,fire_hydrant,"An active fire protection measure, and a source of water provided in most urban, suburban, and rural areas with municipal water service to enable fire fighters to tap into the municipal water supply to assist in extinguishing a fire.",node
firefighters,firefighters,emergency,water_tank,A large water basin or tank for a fire department to take water.,node / area
firefighters,firefighters,emergency,suction_point,A preferred point to pump water off a river or other waters for a fire department.,node
lifeguards,lifeguards,emergency,lifeguard,A place where a lifeguard is on duty,node / area
lifeguards,lifeguards,emergency,life_ring,A floating ring to throw out to someone who is struggling in water.,node
lifeguards,lifeguards,lifeguard,tower,A tower used by lifeguard to watch and supervise swimmers in order to prevent drownings and other dangers.,node / area
assembly point,assembly point,emergency,assembly_point,A designated (safe) place where people can gather or must report to during an emergency or a fire drill.,node / area
other structure,other structure,emergency,phone,Emergency telephone,node
other structure,other structure,emergency,siren,"A loud noise maker, such as an air raid siren or a tornado siren.",node
other structure,other structure,emergency,drinking_water,A facility that provides drinking water in emergency situations,node
geological,geological,geological,moraine,Any accumulation of unconsolidated rock debris previously carried by a glacier.,node / way / area
geological,geological,geological,outcrop,A place where the bedrock or superficial deposits previously covered under the soil have become locally exposed,node / way / area
geological,geological,geological,volcanic_caldera_rim,The crater (caldera) of a volcano.,way / area
geological,geological,geological,fault,A geological fault is a planar fracture or discontinuity in a volume of rock.,way
geological,geological,geological,fold,"Planar surfaces, such as sedimentary strata, that are bent or curved (""folded"")",node / way
geological,geological,geological,palaeontological_site,A place with fossils.,node / area
geological,geological,geological,volcanic_lava_field,An area with volcanic lava on the ground.,node / area
geological,geological,geological,volcanic_vent,A hole through which the lava erupts.,node / area
geological,geological,geological,glacial_erratic,A boulder deposited by a glacier.,node / area
geological,geological,geological,rock_glacier,Rock glaciers are mixtures of rock and ice that move slowly downhill when active,node / area / relation
geological,geological,geological,giants_kettle,A regular hole in a rock created by the rotation of stones in the bed of a stream.,node / area
geological,geological,geological,meteor_crater,A crater formed by the impact of a meteor.,node / area
geological,geological,geological,hoodoo,A column of rock with a hat,node / way / area
geological,geological,geological,columnar_jointing,Several hexagonal columns of rock,node / way / area
geological,geological,geological,dyke,a sheet of rock that fills a fracture of a pre-existing rock body or when standing alone looking like a man made wall,node / way / area
geological,geological,geological,monocline,Step-like fold in rock strata consisting of a zone of a dip comprised between ~65° and 90°,node / way
geological,geological,geological,tor,"A large, free-standing rock outcrop that rises abruptly",node / area / relation
geological,geological,geological,unconformity,A buried erosional surface separating two rock masses or strata of different ages,node / way / area / relation
geological,geological,geological,cone,A landform with a distinctly conical shape,node / area / relation
geological,geological,geological,sinkhole,A depression or hole in the ground caused by some form of collapse of the surface,node / area / relation
geological,geological,geological,pingo,Pingos are intrapermafrost ice-cored hills,node / area / relation
geological,geological,geological,inselberg,"Inselberg are isolated rock hill, knob, ridge, or small mountain",node / way / area / relation
geological,geological,geological,limestone_pavement,A natural karst landform consisting of a flat surface of limestone,node / area / relation
healthcare,healthcare,healthcare,alternative,Someone practising alternative or complementary medicine but is not a medical practitioner or a place where alternative or complementary medicine is practices that does not fit into the other categories (except healthcare=yes),None
healthcare,healthcare,healthcare,audiologist,Audiologist; if linked with a shop please use shop=hearing_aids instead,None
healthcare,healthcare,healthcare,birthing_centre,A non-clinical birthing centre operated by midwives.,None
healthcare,healthcare,healthcare,blood_bank,Blood bank,None
healthcare,healthcare,healthcare,blood_donation,"A facility where you can donate blood, plasma and/or platelets, and possibly have stem cell samples taken.",None
healthcare,healthcare,healthcare,counselling,"Healthcare counselling, e.g. an addiction centre, a nutritionist, or a sex therapist. Also see healthcare=nutrition_counselling",None
healthcare,healthcare,healthcare,dialysis,A clinic for day patients to get a haemodialysis Dialysis,None
healthcare,healthcare,healthcare,hospice,A Hospice which provides palliative care to terminal ill people and support to their relatives.,None
healthcare,healthcare,healthcare,laboratory,"Medical laboratory also called (analytical, diagnostic) is a place that analyses body fluids such as blood, urine, faeces etc .",None
healthcare,healthcare,healthcare,midwife,"A Midwife, a health professional who cares for mothers and newborns around childbirth.",None
healthcare,healthcare,healthcare,nurse,Nursing. A facility where some nurses may receive their patients.,None
healthcare,healthcare,healthcare,occupational_therapist,Someone who practices occupational therapy but is not a medical practitioner.,None
healthcare,healthcare,healthcare,optometrist,Optometrist; If linked with a shop please use shop=optician instead.,None
healthcare,healthcare,healthcare,physiotherapist,Someone who practices physical therapy (or kinesiotherapy in French-speaking countries) but is not a medical practitioner.,None
healthcare,healthcare,healthcare,podiatrist,Someone who practices podiatry but is not a Physician on Wikipedia.,None
healthcare,healthcare,healthcare,psychotherapist,Someone who practices psychotherapy but is not a Physician on Wikipedia.,None
healthcare,healthcare,healthcare,rehabilitation,Medical rehabilitation facility; should not be used for a wellness clinic or hotel.,None
healthcare,healthcare,healthcare,sample_collection,Site or dedicated healthcare facility where samples of blood/urine/etc are obtained or collected for purpose of analysing them for healthcare diagnostics.,None
healthcare,healthcare,healthcare,speech_therapist,Someone who practices speech and language therapy.,None
healthcare,healthcare,healthcare,vaccination_centre,"a healthcare facility specifically dedicated to administering vaccinations to individuals, to provide immunisation against infectious diseases.",None
highway,roads,highway,motorway,"A restricted access major divided highway, normally with 2 or more running lanes plus emergency hard shoulder. Equivalent to the Freeway, Autobahn, etc..",way
highway,roads,highway,trunk,The most important roads in a country's system that aren't motorways. (Need not necessarily be a divided highway.),way
highway,roads,highway,primary,The next most important roads in a country's system. (Often link larger towns.),way
highway,roads,highway,secondary,The next most important roads in a country's system. (Often link towns.),way
highway,roads,highway,tertiary,The next most important roads in a country's system. (Often link smaller towns and villages),way
highway,roads,highway,unclassified,"The least important through roads in a country's system – i.e. minor roads of a lower classification than tertiary, but which serve a purpose other than access to properties. (Often link villages and hamlets.)
The word 'unclassified' is a historical artefact of the UK road system and does not mean that the classification is unknown; you can use highway=road for that.",way
highway,roads,highway,residential,"Roads which serve as an access to housing, without function of connecting settlements. Often lined with housing.",way
highway,link roads,highway,motorway_link,The link roads (sliproads/ramps) leading to/from a motorway from/to a motorway or lower class highway. Normally with the same motorway restrictions.,way
highway,link roads,highway,trunk_link,The link roads (sliproads/ramps) leading to/from a trunk road from/to a trunk road or lower class highway.,way
highway,link roads,highway,primary_link,The link roads (sliproads/ramps) leading to/from a primary road from/to a primary road or lower class highway.,way
highway,link roads,highway,secondary_link,The link roads (sliproads/ramps) leading to/from a secondary road from/to a secondary road or lower class highway.,way
highway,link roads,highway,tertiary_link,The link roads (sliproads/ramps) leading to/from a tertiary road from/to a tertiary road or lower class highway.,way
highway,special road types,highway,living_street,"For living streets, which are residential streets where pedestrians have legal priority over cars, speeds are kept very low.",way
highway,special road types,highway,service,"For access roads to, or within an industrial estate, camp site, business park, car park, alleys, etc. Can be used in conjunction with service=* to indicate the type of usage and with access=* to indicate who can use it and in what circumstances.",way / area
highway,special road types,highway,pedestrian,For roads used mainly/exclusively for pedestrians in shopping and some residential areas which may allow access by motorised vehicles only for very limited periods of the day. To create a 'square' or 'plaza' create a closed way and tag as pedestrian and also with area=yes.,way / area
highway,special road types,highway,track,"Roads for mostly agricultural or forestry uses. To describe the quality of a track, see tracktype=*. Note: Although tracks are often rough with unpaved surfaces, this tag is not describing the quality of a road but its use. Consequently, if you want to tag a general use road, use one of the general highway values instead of track.",way
highway,special road types,highway,bus_guideway,"A busway where the vehicle guided by the way (though not a railway) and is not suitable for other traffic. Please note: this is not a normal bus lane, use access=no, psv=yes instead!",way
highway,special road types,highway,escape,"For runaway truck ramps, runaway truck lanes, emergency escape ramps, or truck arrester beds. It enables vehicles with braking failure to safely stop.",way
highway,special road types,highway,raceway,A course or track for (motor) racing,way
highway,special road types,highway,road,"A road/way/street/motorway/etc. of unknown type. It can stand for anything ranging from a footpath to a motorway. This tag should only be used temporarily until the road/way/etc. has been properly surveyed. If you do know the road type, do not use this value, instead use one of the more specific highway=* values.",way
highway,special road types,highway,busway,A dedicated roadway for bus rapid transit systems,way
highway,paths,highway,footway,"For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a bicycle=yes tag. Should not be used for paths where the primary or intended usage is unknown. Use highway=pedestrian for pedestrianised roads in shopping or residential areas and highway=track if it is usable by agricultural or similar vehicles. For ramps (sloped paths without steps), combine this tag with incline=*.",way / area
highway,paths,highway,bridleway,"For horse riders. Pedestrians are usually also permitted, cyclists may be permitted depending on local rules/laws. Motor vehicles are forbidden.",way
highway,paths,highway,steps,For flights of steps (stairs) on footways. Use with step_count=* to indicate the number of steps,way
highway,paths,highway,corridor,For a hallway inside of a building.,way
highway,paths,highway,path,"A non-specific path. Use highway=footway for paths mainly for walkers, highway=cycleway for one also usable by cyclists, highway=bridleway for ones available to horse riders as well as walkers and highway=track for ones which is passable by agriculture or similar vehicles.",way
highway,paths,highway,via_ferrata,"A via ferrata is a route equipped with fixed cables, stemples, ladders, and bridges in order to increase ease and security for climbers. These via ferrata require equipment : climbing harness, shock absorber and two short lengths of rope, but do not require a long rope as for climbing.",way
highway,when sidewalk/crosswalk is tagged as a separate way,footway,sidewalk,Sidewalk that runs typically along residential road. Use in combination with highway=footway or highway=path,way
highway,when sidewalk/crosswalk is tagged as a separate way,footway,crossing,"Crosswalk that connects two sidewalks on the opposite side of the road. Often recognized by painted markings on the road, road sign or traffic lights. Use in combination with highway=footway or highway=path. Useful information is presence of tactile_paving=*, wheelchair=* suitability and kerb=* represented as a node on the crosswalk way.",way
highway,when sidewalk/crosswalk is tagged as a separate way,footway,traffic_island,"The way between two crossings, safespot for pedestrians, has micromapping characteristics as a detailed alternative to =*. Use in combination with highway=footway or highway=path.",way
highway,when sidewalk (or pavement) is tagged on the main roadway (see sidewalks),sidewalk,both | left | right | no,"Specifies that the highways has sidewalks on both sides, on one side or no sidewalk at all",way
highway,when cycleway is drawn as its own way (see bicycle),highway,cycleway,"For designated cycleways. Add foot=*, though it may be avoided if default-access-restrictions do apply.",way
highway,cycleway tagged on the main roadway or lane (see bicycle),cycleway,lane,A lane is a route that lies within the roadway,way
highway,cycleway tagged on the main roadway or lane (see bicycle),cycleway,opposite,Deprecated variant for ways with oneway=yes where it is legally permitted to cycle in both directions. Replaced by oneway:bicycle=no.,way
highway,cycleway tagged on the main roadway or lane (see bicycle),cycleway,opposite_lane,"Deprecated variant for ways with oneway=yes that have a cycling lane going the opposite direction of normal traffic flow (a ""contraflow"" lane). Replaced by oneway:bicycle=no + cycleway:left=lane/cycleway:right=lane + cycleway:left:oneway=-1/cycleway:right:oneway=-1.",way
highway,cycleway tagged on the main roadway or lane (see bicycle),cycleway,track,"A track provides a route that is separated from traffic. In the United States, this term is often used to refer to bike lanes that are separated from lanes for cars by pavement buffers, bollards, parking lanes, and curbs. Note that a cycle track may alternatively be drawn as a separate way next to the road which is tagged as highway=cycleway.",way
highway,cycleway tagged on the main roadway or lane (see bicycle),cycleway,opposite_track,Deprecated variant for ways with oneway=yes that have a cycling track going the opposite direction of normal traffic flow. Replaced by oneway:bicycle=no + cycleway:left=track/cycleway:right=track + cycleway:left:oneway=-1/cycleway:right:oneway=-1.,way
highway,cycleway tagged on the main roadway or lane (see bicycle),cycleway,share_busway,There is a bus lane that cyclists are permitted to use.,way
highway,cycleway tagged on the main roadway or lane (see bicycle),cycleway,opposite_share_busway,"Deprecated variant for ways with oneway=yes that have a bus lane that cyclists are also permitted to use, and which go in the opposite direction to normal traffic flow (a ""contraflow"" bus lane). Replaced by oneway:bicycle=no + cycleway:left=share_busway/cycleway:right=share_busway + cycleway:left:oneway=-1/cycleway:right:oneway=-1.",way
highway,cycleway tagged on the main roadway or lane (see bicycle),cycleway,shared_lane,"Cyclists share a lane with motor vehicles, there are markings reminding about this. In some places these markings are known as ""sharrows"" ('sharing arrows') and this is the tag to use for those.",way
highway,busways tagged on the main roadway or lane (see bus lanes),busway,lane,Deprecated variant to tag bus lanes. Replaced by bus/psv lane tagging lanes:bus=* / lanes:psv=*) / bus:lanes=* / psv:lanes=*,way
highway,busways tagged on the main roadway or lane (see bus lanes),busway,opposite,Deprecated variant for ways with oneway=yes where buses are legally permitted to travel in both directions. Replaced by oneway:bus=no,way
highway,busways tagged on the main roadway or lane (see bus lanes),busway,opposite_lane,"Deprecated variant for ways with oneway=yes that have a bus lane which go in the opposite direction to normal traffic flow (a ""contraflow"" bus lane). Replaced by oneway:bus=no and lanes:bus=* / lanes:psv=*) / bus:lanes=* / psv:lanes=*",way
highway,street parking tagged on the main roadway (see street parking),"parking:left / :right / :both
(hereafter: parking:side)",lane | street_side | on_kerb | half_on_kerb | shoulder | no | separate | yes,Primary key to record parking along the street. Describes the parking position of parked vehicles in the street.,way
highway,street parking tagged on the main roadway (see street parking),parking:sideorientation=*,parallel | diagonal | perpendicular,To specify the orientation of parked vehicles if there is street parking.,way
highway,lifecycle (see also lifecycle prefixes),highway,proposed,"For planned roads, use with proposed=* and a value of the proposed highway value.",way
highway,lifecycle (see also lifecycle prefixes),highway,construction,For roads under construction. Use construction=* to hold the value for the completed road.,way
highway,attributes,abutters,commercial | industrial | mixed | residential | retail etc.,See Key:abutters for more details.,way
highway,attributes,bicycle_road,yes,"A bicycle road is a road designated for bicycles. If residential streets get the status of bicycle roads, normally, by special signs, motor traffic is admitted with limited speed, often only for residents.",way
highway,attributes,bus_bay,both | left | right,A bus bay outside the main carriageway for boarding/alighting,way
highway,attributes,change,yes | no | not_right | not_left | only_right | only_left,Specify the allowed/forbidden lane changes,way
highway,attributes,destination,<place name of destination>,Destination when following a linear feature,way
highway,attributes,embankment,yes | dyke,"A dyke or a raised bank to carry a road, railway, or canal across a low-lying or wet area.",way
highway,attributes,embedded_rails,yes | <type of railway>,A highway on which non-railway traffic is also allowed has railway tracks embedded in it but the rails are mapped as separate ways.,way
highway,attributes,ford,yes,"The road crosses through stream or river, vehicles must enter any water.",node / way
highway,attributes,frontage_road,yes,A frontage road.,way
highway,attributes,ice_road,yes,"A highway is laid upon frozen water basin, definitely doesn't exist in summer.",way
highway,attributes,incline,Number % | ° | up | down,"Incline steepness as percents (""5%"") or degrees (""20°""). Positive/negative values indicate movement upward/downwards in the direction of the way.",node / way
highway,attributes,junction,roundabout,"This automatically implies oneway=yes, the oneway direction is defined by the sequential ordering of nodes within the Way. This applies on a way, tagged with highway=* already.",way / closedway
highway,attributes,lanes,<number>,"The number of traffic lanes for general purpose traffic, also for buses and other specific classes of vehicle.",way
highway,attributes,lane_markings,yes | no,Specifies if a highway has painted markings to indicate the position of the lanes.,way
highway,attributes,lit,yes | no,Street lighting,node / way / area
highway,attributes,maxspeed,<number>,"Specifies the maximum legal speed limit on a road, railway or waterway.",way
